"","parent","cluster","depth","cellID","color"
"168","5","1","5","168","#FCD5D3"
"169","4","5","2","169","#80AFFF"
"170","5","1","7","170","#FBBAB6"
"171","5","1","7","171","#FBBAB6"
"172","5","1","12","172","#F8766D"
"173","4","5","2","173","#80AFFF"
"174","5","6","6","174","#F783E8"
"175","4","5","2","175","#80AFFF"
"176","4","5","2","176","#80AFFF"
"177","5","6","6","177","#F783E8"
"178","5","6","6","178","#F783E8"
"179","4","5","1","179","#A0C3FF"
"180","5","6","4","180","#FBC1F3"
"181","5","6","7","181","#F564E3"
"182","5","6","7","182","#F564E3"
"183","4","5","1","183","#A0C3FF"
"184","4","5","1","184","#A0C3FF"
"185","6","3","12","185","#00BA38"
"186","6","3","9","186","#7FDC9B"
"187","6","3","12","187","#00BA38"
"188","6","3","12","188","#00BA38"
"189","5","6","7","189","#F564E3"
"190","6","3","9","190","#7FDC9B"
"191","5","6","7","191","#F564E3"
"192","6","3","9","192","#7FDC9B"
"193","6","3","9","193","#7FDC9B"
"194","6","3","12","194","#00BA38"
"195","6","3","12","195","#00BA38"
"196","6","3","9","196","#7FDC9B"
"197","6","3","12","197","#00BA38"
"198","6","3","12","198","#00BA38"
"199","6","3","9","199","#7FDC9B"
"200","6","3","9","200","#7FDC9B"
"201","6","3","12","201","#00BA38"
"202","6","3","12","202","#00BA38"
"203","6","3","12","203","#00BA38"
"204","6","3","12","204","#00BA38"
"205","6","3","12","205","#00BA38"
"206","6","3","12","206","#00BA38"
"207","6","3","8","207","#AAE8BC"
"208","6","3","10","208","#55D17A"
"209","6","2","12","209","#B79F00"
"210","6","2","9","210","#DBCF7F"
"211","5","6","7","211","#F564E3"
"212","6","3","10","212","#55D17A"
"213","6","2","11","213","#C3AF2A"
"214","5","6","7","214","#F564E3"
"215","5","6","7","215","#F564E3"
"216","6","3","10","216","#55D17A"
"217","6","3","9","217","#7FDC9B"
"218","6","3","9","218","#7FDC9B"
"219","5","6","7","219","#F564E3"
"220","6","2","8","220","#E7DFAA"
"221","5","6","7","221","#F564E3"
"222","6","2","11","222","#C3AF2A"
"223","5","6","7","223","#F564E3"
"224","5","6","7","224","#F564E3"
"225","6","2","12","225","#B79F00"
"226","6","2","12","226","#B79F00"
"227","6","2","12","227","#B79F00"
"228","6","2","12","228","#B79F00"
"229","6","2","12","229","#B79F00"
"230","6","2","12","230","#B79F00"
"231","6","2","12","231","#B79F00"
"232","6","2","12","232","#B79F00"
"233","6","2","12","233","#B79F00"
"234","6","2","8","234","#E7DFAA"
"235","6","2","12","235","#B79F00"
"236","6","2","12","236","#B79F00"
"237","6","2","12","237","#B79F00"
"238","6","2","12","238","#B79F00"
"239","6","2","12","239","#B79F00"
"240","6","2","11","240","#C3AF2A"
"241","4","5","2","241","#80AFFF"
"242","5","6","6","242","#F783E8"
"243","4","5","2","243","#80AFFF"
"244","5","1","4","244","#FDE3E1"
"245","4","5","3","245","#619CFF"
"246","5","1","6","246","#FCC8C4"
"247","4","5","3","247","#619CFF"
"248","4","5","3","248","#619CFF"
"249","5","1","7","249","#FBBAB6"
"250","5","1","7","250","#FBBAB6"
"251","5","1","11","251","#F8837B"
"252","5","1","7","252","#FBBAB6"
"253","4","5","2","253","#80AFFF"
"254","4","5","2","254","#80AFFF"
"255","6","3","12","255","#00BA38"
"256","5","6","7","256","#F564E3"
"257","5","6","6","257","#F783E8"
"258","5","6","7","258","#F564E3"
"259","5","6","6","259","#F783E8"
"260","6","2","10","260","#CFBF55"
"261","6","2","12","261","#B79F00"
"262","6","2","12","262","#B79F00"
"263","6","2","10","263","#CFBF55"
"264","6","2","10","264","#CFBF55"
"265","5","6","6","265","#F783E8"
"266","5","6","6","266","#F783E8"
"267","6","2","10","267","#CFBF55"
"268","6","2","12","268","#B79F00"
"269","5","6","6","269","#F783E8"
"270","6","2","8","270","#E7DFAA"
"271","5","6","6","271","#F783E8"
"272","5","6","5","272","#F9A2EE"
"273","6","3","8","273","#AAE8BC"
"274","6","3","8","274","#AAE8BC"
"275","6","3","8","275","#AAE8BC"
"276","6","3","8","276","#AAE8BC"
"277","6","3","8","277","#AAE8BC"
"278","6","3","8","278","#AAE8BC"
"279","6","3","8","279","#AAE8BC"
"280","6","3","8","280","#AAE8BC"
"281","6","3","9","281","#7FDC9B"
"282","6","3","12","282","#00BA38"
"283","6","3","10","283","#55D17A"
"284","6","3","10","284","#55D17A"
"285","6","3","10","285","#55D17A"
"286","6","3","12","286","#00BA38"
"287","6","3","8","287","#AAE8BC"
"288","6","3","12","288","#00BA38"
"289","6","3","12","289","#00BA38"
"290","6","3","12","290","#00BA38"
"291","6","3","12","291","#00BA38"
"292","6","3","12","292","#00BA38"
"293","6","3","12","293","#00BA38"
"294","6","3","11","294","#2AC559"
"295","6","3","12","295","#00BA38"
"296","6","3","12","296","#00BA38"
"297","6","3","12","297","#00BA38"
"298","6","3","12","298","#00BA38"
"299","6","3","12","299","#00BA38"
"300","6","3","12","300","#00BA38"
"301","6","3","12","301","#00BA38"
"302","6","3","12","302","#00BA38"
"303","6","3","12","303","#00BA38"
"304","6","3","12","304","#00BA38"
"305","6","3","10","305","#55D17A"
"306","5","6","6","306","#F783E8"
"307","5","6","7","307","#F564E3"
"308","5","6","5","308","#F9A2EE"
"309","5","6","5","309","#F9A2EE"
"310","6","3","11","310","#2AC559"
"311","5","6","5","311","#F9A2EE"
"312","5","6","6","312","#F783E8"
"313","6","3","12","313","#00BA38"
"314","6","3","12","314","#00BA38"
"315","6","3","12","315","#00BA38"
"316","6","3","10","316","#55D17A"
"317","5","6","7","317","#F564E3"
"318","5","6","7","318","#F564E3"
"319","5","6","5","319","#F9A2EE"
"320","6","3","10","320","#55D17A"
"321","6","3","12","321","#00BA38"
"322","6","3","12","322","#00BA38"
"323","6","3","12","323","#00BA38"
"324","6","3","12","324","#00BA38"
"325","6","3","12","325","#00BA38"
"326","6","3","12","326","#00BA38"
"327","6","3","12","327","#00BA38"
"328","6","3","12","328","#00BA38"
"329","6","3","12","329","#00BA38"
"330","6","3","12","330","#00BA38"
"331","6","3","12","331","#00BA38"
"332","6","3","12","332","#00BA38"
"333","6","3","12","333","#00BA38"
"334","6","3","12","334","#00BA38"
"335","6","3","12","335","#00BA38"
"336","6","3","12","336","#00BA38"
"337","6","2","12","337","#B79F00"
"338","6","2","12","338","#B79F00"
"339","6","2","12","339","#B79F00"
"340","6","2","12","340","#B79F00"
"341","6","2","12","341","#B79F00"
"342","6","2","12","342","#B79F00"
"343","6","2","12","343","#B79F00"
"344","6","2","12","344","#B79F00"
"345","6","2","12","345","#B79F00"
"346","5","6","7","346","#F564E3"
"347","5","6","7","347","#F564E3"
"348","5","6","7","348","#F564E3"
"349","6","3","12","349","#00BA38"
"350","6","3","12","350","#00BA38"
"351","6","3","10","351","#55D17A"
"352","6","3","10","352","#55D17A"
"353","5","6","7","353","#F564E3"
"354","5","6","7","354","#F564E3"
"355","5","6","7","355","#F564E3"
"356","6","2","10","356","#CFBF55"
"357","5","6","7","357","#F564E3"
"358","6","3","9","358","#7FDC9B"
"359","6","2","11","359","#C3AF2A"
"360","6","2","11","360","#C3AF2A"
"361","6","2","11","361","#C3AF2A"
"362","6","2","11","362","#C3AF2A"
"363","6","2","11","363","#C3AF2A"
"364","6","2","12","364","#B79F00"
"365","6","2","12","365","#B79F00"
"366","6","2","11","366","#C3AF2A"
"367","6","2","11","367","#C3AF2A"
"368","6","2","12","368","#B79F00"
"369","5","6","7","369","#F564E3"
"370","5","6","7","370","#F564E3"
"371","5","6","7","371","#F564E3"
"372","5","6","7","372","#F564E3"
"373","6","3","12","373","#00BA38"
"374","6","3","12","374","#00BA38"
"375","5","6","7","375","#F564E3"
"376","5","6","7","376","#F564E3"
"377","5","6","7","377","#F564E3"
"378","5","6","5","378","#F9A2EE"
"379","6","2","9","379","#DBCF7F"
"380","6","2","9","380","#DBCF7F"
"381","5","6","6","381","#F783E8"
"382","6","2","10","382","#CFBF55"
"383","5","6","5","383","#F9A2EE"
"384","5","6","6","384","#F783E8"
"385","6","3","8","385","#AAE8BC"
"386","4","5","2","386","#80AFFF"
"387","4","5","1","387","#A0C3FF"
"388","5","1","4","388","#FDE3E1"
"389","4","5","0","389","#BFD7FF"
"390","5","6","4","390","#FBC1F3"
"391","4","5","0","391","#BFD7FF"
"392","4","5","0","392","#BFD7FF"
"393","4","5","0","393","#BFD7FF"
"394","4","5","2","394","#80AFFF"
"395","5","6","4","395","#FBC1F3"
"396","6","2","10","396","#CFBF55"
"397","5","6","4","397","#FBC1F3"
"398","6","2","8","398","#E7DFAA"
"399","4","5","3","399","#619CFF"
"400","4","5","3","400","#619CFF"
"401","4","5","2","401","#80AFFF"
"402","4","5","2","402","#80AFFF"
"403","4","5","2","403","#80AFFF"
"404","4","5","2","404","#80AFFF"
"405","5","1","6","405","#FCC8C4"
"406","4","5","2","406","#80AFFF"
"407","4","5","2","407","#80AFFF"
"408","4","5","2","408","#80AFFF"
"409","5","1","11","409","#F8837B"
"410","5","1","11","410","#F8837B"
"411","5","1","6","411","#FCC8C4"
"412","5","1","12","412","#F8766D"
"413","6","3","9","413","#7FDC9B"
"414","5","6","4","414","#FBC1F3"
"415","5","1","6","415","#FCC8C4"
"416","4","5","2","416","#80AFFF"
"417","5","6","5","417","#F9A2EE"
"418","5","6","5","418","#F9A2EE"
"419","5","6","5","419","#F9A2EE"
"420","6","2","10","420","#CFBF55"
"421","5","6","7","421","#F564E3"
"422","5","6","7","422","#F564E3"
"423","6","3","12","423","#00BA38"
"424","6","3","12","424","#00BA38"
"425","6","3","9","425","#7FDC9B"
"426","6","3","9","426","#7FDC9B"
"427","5","6","6","427","#F783E8"
"428","5","6","6","428","#F783E8"
"429","5","6","6","429","#F783E8"
"430","5","6","6","430","#F783E8"
"431","5","6","6","431","#F783E8"
"432","5","6","6","432","#F783E8"
"433","6","3","12","433","#00BA38"
"434","6","3","12","434","#00BA38"
"435","6","3","9","435","#7FDC9B"
"436","6","3","12","436","#00BA38"
"437","6","3","12","437","#00BA38"
"438","6","3","12","438","#00BA38"
"439","6","3","12","439","#00BA38"
"440","6","3","12","440","#00BA38"
"441","6","3","12","441","#00BA38"
"442","6","3","12","442","#00BA38"
"443","6","3","12","443","#00BA38"
"444","6","3","12","444","#00BA38"
"445","6","3","12","445","#00BA38"
"446","6","3","12","446","#00BA38"
"447","6","3","12","447","#00BA38"
"448","6","3","12","448","#00BA38"
"449","4","5","0","449","#BFD7FF"
"450","4","5","0","450","#BFD7FF"
"451","4","5","0","451","#BFD7FF"
"452","4","5","2","452","#80AFFF"
"453","4","5","3","453","#619CFF"
"454","4","5","0","454","#BFD7FF"
"455","5","1","6","455","#FCC8C4"
"456","4","5","3","456","#619CFF"
"457","6","2","10","457","#CFBF55"
"458","5","6","6","458","#F783E8"
"459","4","5","3","459","#619CFF"
"460","5","6","4","460","#FBC1F3"
"461","5","1","8","461","#FAACA7"
"462","5","1","6","462","#FCC8C4"
"463","4","5","0","463","#BFD7FF"
"464","5","6","4","464","#FBC1F3"
"465","6","2","10","465","#CFBF55"
"466","5","6","6","466","#F783E8"
"467","5","6","4","467","#FBC1F3"
"468","5","6","4","468","#FBC1F3"
"469","5","6","4","469","#FBC1F3"
"470","5","6","4","470","#FBC1F3"
"471","5","6","6","471","#F783E8"
"472","6","2","9","472","#DBCF7F"
"473","6","2","9","473","#DBCF7F"
"474","6","2","11","474","#C3AF2A"
"475","6","2","8","475","#E7DFAA"
"476","5","6","4","476","#FBC1F3"
"477","5","6","7","477","#F564E3"
"478","5","6","4","478","#FBC1F3"
"479","5","6","5","479","#F9A2EE"
"480","5","6","5","480","#F9A2EE"
"481","4","5","3","481","#619CFF"
"482","5","1","4","482","#FDE3E1"
"483","4","5","3","483","#619CFF"
"484","4","5","3","484","#619CFF"
"485","4","5","3","485","#619CFF"
"486","4","5","3","486","#619CFF"
"487","5","6","7","487","#F564E3"
"488","4","5","3","488","#619CFF"
"489","6","2","10","489","#CFBF55"
"490","5","6","4","490","#FBC1F3"
"491","5","6","4","491","#FBC1F3"
"492","5","6","4","492","#FBC1F3"
"493","6","2","12","493","#B79F00"
"494","6","2","9","494","#DBCF7F"
"495","5","6","4","495","#FBC1F3"
"496","5","6","4","496","#FBC1F3"
"497","4","5","0","497","#BFD7FF"
"498","5","1","6","498","#FCC8C4"
"499","5","6","4","499","#FBC1F3"
"500","5","6","4","500","#FBC1F3"
"501","4","5","0","501","#BFD7FF"
"502","4","5","0","502","#BFD7FF"
"503","4","5","0","503","#BFD7FF"
"504","4","5","0","504","#BFD7FF"
"505","5","1","9","505","#FA9F98"
"506","5","1","6","506","#FCC8C4"
"507","5","1","9","507","#FA9F98"
"508","5","1","9","508","#FA9F98"
"509","5","1","12","509","#F8766D"
"510","5","1","12","510","#F8766D"
"511","5","1","11","511","#F8837B"
"512","5","1","12","512","#F8766D"
